,word,word_freq,doc_freq,group_freq
7216,megalomaniacs,1,1,1
7217,tojo,1,1,1
7218,mussolini,4,3,2
7219,qadaffi,1,1,1
7220,papa,30,11,5
7221,doc,80,62,14
7222,nixon,100,58,8
7223,non-issue,14,12,8
7224,discrete,36,31,9
7225,fulfilled,56,42,8
7226,loads,69,64,14
7227,prophecies,77,46,6
7228,psalms,92,30,3
7229,isaiah,75,41,4
7230,hrs,33,32,7
7231,betrayal,20,17,5
7232,crucifixion,24,21,3
7233,tome,6,6,3
7234,flamed,39,37,13
7235,mercilessly,7,7,3
7236,sacrafice,17,15,3
7237,inspires,7,7,2
7238,tuff,9,9,3
7239,persevere,11,11,3
7240,lifting,51,32,14
7241,guitar,48,42,11
7242,drums,15,14,3
7243,units,213,150,19
7244,sports,230,160,13
7245,boxes,214,151,19
7246,involove,1,1,1
7247,hehehe,7,7,5
7248,defintion,7,7,3
7249,sub-parts,5,5,2
7250,valuing,31,23,3
7251,privacy,516,184,12
7252,attach,56,46,15
7253,outputs,68,53,12
7254,inputs,87,63,13
7255,observe,109,84,13
7256,noise,315,207,19
7257,loyal,39,35,10
7258,attends,9,9,5
7259,whim,16,16,7
7260,conflicting,45,42,13
7261,expectation,30,28,11
7262,satisfy,70,69,18
7263,gigo,7,7,3
7264,taite,12,12,3
7265,disobedience,44,27,6
7266,carrying,223,184,19
7267,hang,103,95,20
7268,advocates,65,57,11
7269,self-defence,29,20,5
7270,trilemma,4,4,2
7271,eliminated,58,56,17
7272,misdirected,1,1,1
7273,arbitrarily,18,17,6
7274,rhetoric,40,35,7
7275,critical,179,147,20
7276,peril,14,14,8
7277,disobeying,4,4,3
7278,righteous,76,60,8
7279,flaming,90,86,16
7280,smiling,12,12,8
7281,fluffy,9,8,4
7282,bunnies,10,7,3
7283,wake,89,83,16
7284,evident,47,44,13
7285,goodwill,14,10,4
7286,unselfishness,2,2,1
7287,iran,239,71,6
7288,greedy,22,21,10
7289,attracted,15,15,9
7290,utopian,17,13,4
7291,corruption,68,55,13
7292,zero-interest,1,1,1
7293,economy,170,102,12
7294,premature,9,8,5
7295,zero-intested,1,1,1
7296,small-scale,7,7,5
7297,economical,25,23,9
7298,co-ops,1,1,1
7299,co-operatives,1,1,1
7300,scale,202,145,20
7301,operation,371,269,19
7302,handle,433,330,20
7303,greed,31,25,8
7304,constructive,30,27,11
7305,contributors,33,30,12
7306,eons,1,1,1
7307,spare,152,121,19
7308,hero-worship,1,1,1
7309,super-saver,1,1,1
7310,hero-worshipping,1,1,1
7311,worshipping,23,21,5
7312,pleasant,45,38,14
7313,borderline,4,3,3
7314,mapping,103,73,12
7315,russia,302,112,12
7316,robertson,40,30,14
7317,tilton,2,2,2
7318,bissell,3,3,1
7319,campollo,8,8,1
7320,realities,24,22,9
7321,filter,138,107,16
7322,farmer,23,19,9
7323,verge,13,13,8
7324,retirement,17,17,9
7325,viewing,132,74,13
7326,markets,69,52,14
7327,valuations,8,8,2
7328,bills,80,63,17
7329,audience,89,70,17
7330,canvassing,5,5,3
7331,buy,1223,943,20
7332,gm,462,129,13
7333,stays,54,49,18
7334,undervalue,4,4,2
7335,slickest,4,4,2
7336,salesmen,13,12,5
7337,salesman,36,29,11
7338,tantrum,3,3,3
7339,mercifully,7,7,4
7340,lets,211,181,20
7341,adj,12,12,5
7342,distinguished,31,30,11
7343,uninfluenced,4,4,3
7344,emotion,37,33,9
7345,observable,47,26,7
7346,online,189,123,19
7347,licks,3,3,3
7348,agent,210,149,17
7349,belonging,49,48,11
7350,intersubjectively,2,2,2
7351,symptom,28,27,10
7352,perceptible,7,7,4
7353,affected,139,131,19
7354,whiskey,12,12,5
7355,grim,13,13,4
7356,differentiating,2,2,2
7357,hae,4,4,3
7358,merging,15,13,7
7359,monatary,2,2,2
7360,washing,29,29,13
7361,gotta,102,98,16
7362,lennon,5,4,4
7363,newspeak,4,4,3
7364,ardent,6,6,6
7365,kaiser,13,12,9
7366,dichotomy,24,22,4
7367,non-atheists,1,1,1
7368,god-belief,1,1,1
7369,suscept,1,1,1
7370,ibility,1,1,1
7371,worried,136,127,18
7372,autonomous,18,15,5
7373,gullible,23,16,7
7374,excitable,19,13,2
7375,tyrants,17,17,7
7376,earthly,30,24,4
7377,beside,46,40,11
7378,usefor,2,2,2
7379,assure,57,57,16
7380,dlb,5,1,1
7381,central,230,199,19
7382,troops,301,185,9
7383,unitarianism,2,2,2
7384,religously,14,4,1
7385,tricky,50,46,16
7386,religiously,22,15,5
7387,irish,32,28,11
7388,catholics,106,68,6
7389,protestants,67,41,5
7390,occupation,165,115,10
7391,partition,55,43,10
7392,detail,198,168,20
7393,partitioned,10,9,3
7394,populated,18,18,9
7395,protestant,67,44,5
7396,grotesque,5,4,3
7397,civilians,255,131,7
7398,insofaras,1,1,1
7399,insanity,11,11,5
7400,invoked,31,26,9
7401,rewrite,34,34,12
7402,ira,95,37,9
7403,terrorist,187,126,8
7404,warrington,3,3,2
7405,crank,19,14,6
7406,relaxing,6,6,3
7407,mortals,10,9,5
7408,begging,24,23,8
7409,favors,54,49,9
7410,zeus,18,13,5
7411,green,409,264,20
7412,marble,24,22,5
7413,deceit,8,7,6
7414,marbles,5,5,3
7415,unproven,16,11,5
7416,decietful,1,1,1
7417,flat,178,137,20
7418,round-earthers,1,1,1
7419,daenicken,1,1,1
7420,circumstancial,4,3,3
7421,hasn't,288,244,20
7422,agreeable,8,8,4
7423,joined,70,58,17
7424,amazed,59,56,18
7425,kr,12,6,5
7426,loose,120,108,18
7427,harmless,27,25,13
7428,ole,23,21,11
7429,prattle,1,1,1
7430,frightening,28,25,7
7431,feminism,5,5,3
7432,superiority,18,18,9
7433,laughable,13,12,6
7434,rifle,68,48,7
7435,preemptive,5,5,5
7436,aka,99,95,20
7437,slaughter,129,87,10
7438,occured,60,56,16
7439,qu'ran,10,6,4
7440,vancouver,301,132,18
7441,thursday,138,101,18
7442,davidson,20,18,8
7443,canadian,244,145,17
7444,five-year,12,12,7
7445,daughter,164,80,11
7446,shocks,25,23,8
7447,prevost,4,2,2
7448,police,943,460,18
7449,apartment,189,48,12
7450,northeast,15,15,9
7451,montreal,249,131,15
7452,mechanic,44,41,8
7453,suicide,203,145,10
7454,jocelyne,1,1,1
7455,separated,50,47,15
7456,month,464,378,20
7457,quarrel,13,12,7
7458,broke,169,138,19
7459,kitchen,46,39,11
7460,cutting,93,85,20
7461,slain,20,16,6
7462,husband,155,93,13
7463,quebec,169,101,13
7464,domestic,117,87,16
7465,one-third,12,11,6
7466,ommited,1,1,1
7467,traditionally,27,26,13
7468,labor,132,72,17
7469,maximus,16,16,4
7470,silence,136,87,16
7471,actaully,2,2,1
7472,lastly,34,31,11
7473,touch,180,163,20
7474,fulfilling,17,17,6
7475,lifelong,15,14,4
7476,ambition,10,10,5
7477,dropping,59,56,18
7478,floyd,17,17,7
7479,hadn't,132,109,16
7480,abolute,2,2,2
7481,becasuse,2,2,2
7482,idiom,10,10,4
7483,wild,185,169,17
7484,utterly,80,72,11
7485,volition,4,4,1
7486,rainy,9,7,4
7487,candidate,100,68,14
7488,jurisdiction,75,53,9
7489,applies,196,176,20
7490,non-muslim,13,11,2
7491,lands,96,73,10
7492,shoud,4,4,4
7493,territories,152,89,3
7494,anarchist,9,7,2
7495,enforcible,1,1,1
7496,ulama,1,1,1
7497,hadd,1,1,1
7498,compulsory,5,5,4
7499,applicability,4,4,3
7500,wherever,54,54,16
7501,foregoing,9,8,5
7502,enforced,28,28,9
7503,limb,17,12,8
7504,illegitimate,18,11,6
7505,expounded,4,4,3
7506,constituted,20,20,5
7507,cochran,11,10,5
7508,consensus,112,75,13
7509,tsakc,11,11,2
7510,pumps,18,12,5
7511,purse,26,21,8
7512,shade,30,25,13
7513,perfume,5,5,3
7514,whispers,6,6,4
7515,morgan,84,52,15
7516,ulema,9,6,3
7517,cash,121,104,18
7518,rulings,28,24,4
7519,sunni,5,5,1
7520,jaffari,1,1,1
7521,levelled,14,10,5
7522,non-muslims,8,8,2
7523,dar-al,1,1,1
7524,apostasy,17,5,2
7525,persistent,44,36,10
7526,ruling,82,63,14
7527,offending,21,20,12
7528,precedent,47,38,12
7529,indiscriminantly,1,1,1
7530,levelling,1,1,1
7531,penalties,145,91,9
7532,fasad,13,5,1
7533,domain,287,222,20
7534,muddying,1,1,1
7535,issued,155,113,18
7536,publishing,79,57,19
7537,sentenced,29,24,7
7538,concur,8,8,6
7539,publication,113,78,16
7540,charges,169,134,14
7541,diplomatic,54,46,4
7542,relations,190,148,12
7543,stressed,16,13,9
7544,circulation,24,19,8
7545,preliminary,53,44,14
7546,conditions,276,226,20
7547,crisis,84,61,12
7548,issuance,12,10,6
7549,blitz,2,2,2
7550,lone,38,36,13
7551,knight,40,31,13
7552,guarding,5,5,3
7553,democracy,146,87,8
7554,mocking,4,4,4
7555,fanning,3,3,3
7556,flames,315,215,20
7557,milking,1,1,1
7558,boost,74,59,17
7559,demonstrators,8,7,3
7560,protesting,22,20,8
7561,momentarily,9,9,5
7562,climbed,15,13,4
7563,independant,28,25,10
7564,publishers,72,55,14
7565,shatim,8,5,1
7566,encompassed,6,6,3
7567,umbrella,9,9,5
7568,imams,15,7,1
7569,imans,2,2,1
7570,heresy,46,26,5
7571,embedded,46,41,10
7572,esoteric,18,17,8
7573,exoteric,2,2,1
7574,nominally,13,13,6
7575,introductory,27,22,10
7576,mutahhari,1,1,1
7577,murtaza,1,1,1
7578,mizan,1,1,1
7579,follow-up,35,32,12
7580,campbell,86,65,15
7581,wilaya,1,1,1
7582,station,478,296,20
7583,mastership,1,1,1
7584,transcription,8,8,5
7585,chittick,1,1,1
7586,muhammadi,1,1,1
7587,stocked,5,5,4
7588,versed,10,9,5
7589,shi'ite,5,3,2
7590,a-laikum,6,6,1
7591,salaam,5,5,1
7592,bearing,84,80,15
7593,doings,6,6,4
7594,sundry,3,3,2
7595,zip,53,39,12
7596,nada,10,10,5
7597,creeds,18,14,4
7598,madly,1,1,1
7599,convincingly,3,3,3
7600,null,267,88,16
7601,choweller,2,2,1
7602,scores,141,98,13
7603,shaw,77,44,9
7604,attached,157,135,19
7605,commonly-held,2,2,1
7606,scum,25,20,10
7607,walla,2,1,1
7608,fill,173,150,20
7609,dan-quayle,3,3,2
7610,allegheny,5,4,3
7611,fills,44,39,10
7612,converts,56,52,13
7613,xtianity,11,6,3
7614,excessively,7,7,5
7615,darken,15,7,3
7616,pre-xtian,1,1,1
7617,falsely,16,14,6
7618,embarks,1,1,1
7619,megalomania,2,2,2
7620,defect,20,18,7
7621,summing,7,7,4
7622,bwahahahahahahahah,1,1,1
7623,normally,289,267,20
7624,insightful,14,14,5
7625,abound,14,14,6
7626,examination,69,58,14
7627,destroying,84,83,15
7628,salesmanship,3,3,2
7629,nazism,17,17,5
7630,proletarian,1,1,1
7631,dictatorship,43,37,6
7632,xtian,17,13,6
7633,apologists,50,41,7
7634,distort,18,17,8
7635,ot,182,117,14
7636,infinity,52,43,9
7637,comprehend,33,31,9
7638,programmer,197,156,18
7639,continuous,56,49,17
7640,infinietely,1,1,1
7641,continuum,5,5,3
7642,man-made,18,13,4
7643,greeks,198,76,4
7644,precicely,2,2,2
7645,grasp,64,52,13
7646,death-threats,2,1,1
7647,falsity,3,3,3
7648,despised,9,9,3
7649,regime,88,70,9
7650,purported,6,6,3
7651,fondly,6,6,4
7652,imagined,26,25,7
7653,marxist,16,13,5
7654,dialectic,1,1,1
7655,clown,14,14,6
7656,interchangeable,9,9,7
7657,translate,54,44,13
7658,papers,293,202,20
7659,qumram,3,3,1
7660,widely-held,2,2,2
7661,ah-puc,2,2,2
7662,zimmerman,14,11,7
7663,sweet,46,38,15
7664,vulgar,8,7,4
7665,ugly,84,78,19
7666,deathsucker,2,2,2
7667,burroughs,5,5,3
7668,unintentional,25,19,7
7669,bigoting,1,1,1
7670,ilk,9,9,7
7671,tolerates,2,2,2
7672,coversion,1,1,1
7673,conscience,88,67,10
7674,aggravated,19,13,7
7675,disavowal,1,1,1
7676,punishable,25,13,5
7677,jurists,1,1,1
7678,insisted,32,31,14
7679,cursing,9,7,4
7680,perpetual,33,26,6
7681,thermodynamics,8,6,4
7682,bn,2,2,2
7683,bala,2,2,2
7684,evaluation,81,63,16
7685,fingers,74,59,17
7686,crossed,34,29,15
7687,schulte,1,1,1
7688,realise,31,28,11
7689,faces,96,80,15
7690,counting,48,45,15
7691,sailed,5,4,4
7692,greener,1,1,1
7693,pastures,4,4,3
7694,damnedest,3,3,1
7695,deluge,5,5,4
7696,inquiring,20,20,5
7697,track,255,208,20
7698,infamous,54,49,13
7699,bruno,12,12,7
7700,willl,1,1,1
7701,stores,89,82,18
7702,semi-regularly,1,1,1
7703,toughto,1,1,1
7704,incompetent,30,25,13
7705,computing,313,256,20
7706,outgoing,17,15,8
7707,stricken,8,8,4
7708,alunatic,1,1,1
7709,perfecetly,1,1,1
7710,reasoable,3,3,2
7711,dregs,1,1,1
7712,sieg,3,3,3
7713,heil,13,6,3
7714,thereof,47,40,9
7715,shaky,17,16,5
7716,average,625,402,20
7717,xtainity,5,2,1
7718,thru,128,110,20
7719,escapist,1,1,1
7720,absolutist,12,10,5
7721,day-to,23,20,10
7722,frustrations,2,2,2
7723,unhappiness,2,2,2
7724,uncertainty,16,16,6
7725,escapism,3,3,3
7726,culture,260,170,13
7727,immigrants,17,13,7
7728,somethong,1,1,1
7729,buddha,17,13,7
7730,attractiveness,2,2,2
7731,mountains,96,76,13
7732,stones,95,46,8
7733,alter,54,51,18
7734,scond,1,1,1
7735,preventing,87,75,14
7736,inflicting,10,10,5
7737,evangelism,17,11,2
7738,poweful,2,2,1
7739,non-believers,11,11,4
7740,inter-religious,2,2,1
7741,inquisitions,5,5,2
7742,impedence,5,4,2
7743,converted,165,121,19
7744,taiwan,25,15,10
7745,sons,81,69,12
7746,noticing,16,16,9
7747,perceptions,38,30,9
7748,chagning,1,1,1
7749,well-put,1,1,1
7750,notions,34,32,11
7751,unenlightened,8,6,2
7752,tan,34,29,12
7753,chade,8,7,1
7754,meng,14,11,2
7755,singapore,43,29,11
7756,transcends,5,5,3
7757,avoids,18,17,7
7758,covers,105,90,18
7759,aspiring,1,1,1
7760,unity,70,39,7
7761,peters,15,15,6
7762,acids,28,18,5
7763,soup,46,35,9
7764,toward,290,225,20
7765,proteins,31,15,4
7766,destructive,49,41,10
7767,ultraviolet,28,15,5
7768,token,36,35,13
7769,bodies,286,173,17
7770,polymerisation,2,2,2
7771,proceeded,187,169,12
7772,depolymerisation,2,2,2
7773,woose,4,2,2
7774,carle,2,2,2
7775,beats,75,64,16
7776,warm,105,95,17
7777,ponds,5,4,4
7778,archeobacteria,2,2,2
7779,melt,23,17,8
7780,everday,2,2,2
7781,therapies,45,25,3
7782,stubborn,18,15,12
7783,abiogenisis,2,2,2
7784,rad,21,9,6
7785,biololgy,2,2,2
7786,arogant,3,3,3
7787,writting,8,8,7
7788,brilliant,42,39,13
7789,steven,125,106,20
7790,chmura,2,2,2
7791,wald,3,3,3
7792,provoked,28,20,6
7793,memorable,13,13,5
7794,captured,73,68,12
7795,feb,120,85,16
7796,notables,3,3,1
7797,loren,8,8,5
7798,petrich,5,5,3
7799,nazareth,11,9,3
7800,tomobiki-cho,3,3,1
7801,crispin,7,7,4
7802,marvin,27,22,9
7803,minsky,5,5,3
7804,pc-nfs,16,9,4
7805,architect,36,34,10
7806,select,250,167,20
7807,tear,244,158,17
7808,garden,74,54,15
7809,postulates,17,9,6
7810,objecting,26,23,9
7811,gravity,210,105,14
7812,excess,48,46,15
7813,non-inherent,1,1,1
7814,innocence,31,26,8
7815,evidenced,13,12,7
7816,lions,26,23,8
7817,practices,148,119,16
7818,mating,22,13,4
7819,rituals,16,13,4
7820,outsider,6,6,5
7821,seens,1,1,1
7822,inherence,1,1,1
7823,necessitate,6,6,6
7824,classified,160,102,13
7825,undesired,10,10,3
7826,unproductive,7,6,6
7827,depending,232,210,20
7828,mimic,9,9,6
7829,thrive,10,9,6
7830,highlighted,14,12,8
7831,propogate,4,4,3
7832,monagamous,2,2,1
7833,impregnate,2,2,1
7834,abstinence,21,10,2
7835,herds,7,7,2
7836,dominate,42,33,10
7837,stallion,4,2,1
7838,mates,6,4,2
7839,figurative,3,3,2
7840,dictating,9,9,3
7841,sudden,95,87,17
7842,detached,28,17,6
7843,non-moralistic,1,1,1
7844,madman,31,15,8
7845,roof,71,64,15
7846,madmen,7,7,3
7847,output,863,328,19
7848,broken,274,224,20
7849,hypothesis,160,83,13
7850,domestication,2,1,1
7851,removes,19,18,11
7852,alters,4,4,4
7853,domesticated,5,5,3
7854,exhibit,59,37,17
7855,typed,29,29,14
7856,inanimate,12,12,4
7857,merciless,5,5,5
7858,parens,1,1,1
7859,transf,1,1,1
7860,transferred,37,33,13
7861,fig,10,8,4
7862,samples,93,67,15
7863,thy,85,24,5
7864,cruell,1,1,1
7865,nailes,1,1,1
7866,plucke,1,1,1
7867,poore,1,1,1
7868,puniness,1,1,1
7869,frowning,1,1,1
7870,nails,13,11,10
7871,painful,77,62,15
7872,differentiation,6,6,5
7873,falsi,6,6,2
7874,fiable,6,6,2
7875,falsifiable,41,28,2
7876,icr,6,6,2
7877,senior,166,103,19
7878,intel,178,129,13
7879,scic,8,8,2
7880,admin,72,70,15
7881,malpractice,29,17,4
7882,patients,379,141,9
7883,installing,107,91,13
7884,o'brien,10,10,4
7885,innards,13,12,6
7886,crossposted,35,30,15
7887,varying,49,47,15
7888,inotherwords,4,4,2
7889,stifles,4,4,2
7890,yup,60,59,18
7891,accessing,29,25,10
7892,nn,15,13,9
7893,glitch,13,13,8
7894,relate,62,62,15
7895,oneday,4,4,2
7896,themes,23,20,5
7897,courage,44,39,9
7898,limitation,47,41,15
7899,aberrances,4,4,2
7900,rock,229,158,18
7901,roll,113,98,19
7902,sacco,9,9,3
7903,tons,78,55,18
7904,dylan,9,9,4
7905,movie,159,100,17
7906,lek,3,3,3
7907,chur,2,2,2
7908,walker,102,91,13
7909,friendship,29,22,8
7910,setup,297,233,16
7911,ahhhh,2,2,2
7912,rationility,2,2,2
7913,dissent,11,10,6
7914,versus,105,91,19
7915,relating,99,79,14
7916,usefully,4,4,4
7917,suspend,14,13,8
7918,immediately,338,286,20
7919,cross-purpose,2,2,2
7920,tommy,116,79,11
7921,gosh,25,25,12
7922,carve,8,8,5
7923,crosses,12,11,6
7924,chests,1,1,1
7925,carvings,2,2,2
7926,tragic,59,51,11
7927,bosnia,216,108,9
7928,ethnical,17,13,3
7929,separates,20,16,4
7930,sad,192,179,15
7931,saga,31,27,6
7932,terrible,162,123,16
7933,weapon,299,142,11
7934,sympathies,7,7,5
7935,bosnian,178,69,7
7936,serbs,210,85,6
7937,oppressors,4,4,4
7938,classrooms,8,6,5
7939,pseudoscientific,2,2,2
7940,observing,53,45,11
7941,mixture,53,50,9
7942,ga,118,88,16
7943,wells,56,44,12
7944,thorough,54,51,16
7945,advancing,23,21,7
7946,inviolability,8,8,3
7947,scriptures,133,97,3
7948,laugher,10,7,2
7949,mellenia,6,6,2
7950,fanatic,65,56,9
7951,devotees,14,8,4
7952,isnt,15,13,8
7953,slightest,49,45,12
7954,brainwashed,24,24,7
7955,complaints,129,113,20
7956,first-century,13,13,2
7957,well-understood,14,14,3
7958,deterrent,16,12,5
7959,effictive,1,1,1
7960,speeding,46,36,13
7961,torture,89,63,8
7962,knocking,62,60,13
7963,door,503,291,18
7964,stopping,80,68,14
7965,handing,30,25,10
7966,thier,59,49,16
7967,thorn,20,13,6
7968,xmas,7,5,4
7969,preach,59,48,11
7970,crock,7,7,4
7971,pampered,7,7,4
7972,sight,103,96,18
7973,e-mailing,6,6,6
7974,coward,14,12,7
7975,bible-thumpers,1,1,1
7976,duller,1,1,1
7977,deluded,14,13,6
7978,masses,103,79,15
7979,athiests,18,17,3
7980,tidbit,6,6,5
7981,plausable,4,4,3
7982,xtians,4,4,2
7983,unlike,209,198,20
7984,invented,100,85,15
7985,symbols,31,28,10
7986,boot,191,125,17
7987,escaped,89,83,10
7988,wine,24,19,7
7989,poisoned,10,10,5
7990,rome,83,56,10
7991,standing,232,158,17
7992,streetcorner,1,1,1
7993,snap,15,14,10
7994,judgements,72,37,7
7995,robots,11,9,8
7996,clayton,159,107,9
7997,forester,1,1,1
7998,contridictions,1,1,1
7999,fusion,50,25,10
8000,counterexamples,2,2,1
8001,non-mating,2,2,1
8002,mating-related,2,2,1
8003,excluding,39,33,15
8004,equating,13,13,7
8005,birds,26,26,11
8006,bisexuality,7,7,2
8007,jargon,15,13,9
8008,textbook,22,18,7
8009,revolves,6,6,4
8010,cheese,40,34,10
8011,three-dimensional,25,16,4
8012,intrudes,3,3,2
8013,triangle,71,50,11
8014,angle,114,88,17
8015,connecting,54,49,14
8016,receptive,5,5,3
8017,keeper,46,37,13
8018,nicknames,18,12,3
8019,awarded,36,31,11
8020,humor,78,66,17
8021,copeland,10,6,3
8022,actor,25,25,7
8023,plays,172,133,17
8024,sting,18,14,6
8025,curse,33,27,8
8026,lazy,57,45,17
8027,renouncing,7,7,5
8028,practicing,70,55,10
8029,renounce,13,13,5
8030,laziness,7,7,5
8031,plans,251,207,18
8032,constitutions,18,16,6
8033,kuwait,187,40,6
8034,tiresome,5,5,4
8035,chronology,11,7,5
8036,rejoin,3,3,2
8037,heretic,14,11,3
8038,khomanei,1,1,1
8039,iranian,88,31,5
8040,muhammad,44,17,3
8041,chastised,7,7,4
8042,agreement,222,156,19
8043,imprecise,7,6,3
8044,wording,44,38,9
8045,lust,17,16,7
8046,incongruous,2,2,2
8047,city,825,497,20
8048,belfast,4,2,2
8049,ni,27,19,6
8050,expensive,389,329,20
8051,mouths,17,15,7
8052,incentive,30,30,11
8053,dump,72,67,16
8054,appalled,14,14,6
8055,dumping,22,21,10
8056,radioactivity,6,5,5
8057,baggage,14,11,6
8058,charging,50,43,15
8059,loans,24,12,7
8060,ripped,44,44,11
8061,depositors,10,6,1
8062,propagandist,11,9,3
8063,pertinent,28,24,16
8064,forgetting,40,37,15
8065,governments,274,193,11
8066,superior,163,130,20
8067,degenerating,2,2,1
8068,zumder,1,1,1
8069,algeria,17,15,4
8070,repressed,10,9,3
8071,won,438,247,16
8072,elections,72,48,9
8073,anatomically,5,5,3
8074,endow,4,4,3
8075,intellect,106,103,11
8076,human-like,9,6,2
8077,apes,11,10,4
8078,fancifully,6,6,2
8079,reconstructed,12,11,4
8080,fragments,25,25,12
8081,meet,329,275,20
8082,probaby,3,3,2
8083,steal,102,87,15
8084,covet,5,5,4
8085,dilemma,22,19,9
8086,atone,23,20,4
8087,contradiciton,3,3,2
8088,confirmation,41,36,14
8089,inferences,9,7,3
8090,therefrom,6,6,3
8091,apocrypha,20,14,3
8092,pliny,4,4,2
8093,testement,3,3,2
8094,sda,20,11,3
8095,inthe,5,5,4
8096,crossfire,10,9,5
8097,teh,34,29,13
8098,cleared,46,40,12
8099,splainin,1,1,1
8100,shits,5,4,3
8101,giggles,1,1,1
8102,soory,2,2,1
8103,cranky,1,1,1
8104,apoplogize,1,1,1
8105,vegetarian,21,14,4
8106,diets,17,14,2
8107,b-vitamins,1,1,1
8108,balancing,18,17,8
8109,non-animal,1,1,1
8110,vitamin,207,30,5
8111,obtained,201,159,20
8112,vegans,2,1,1
8113,eat,281,211,20
8114,dairy,8,5,3
8115,eggs,39,23,8
8116,supplements,25,13,3
8117,by-products,4,4,3
8118,ovo-lacto,1,1,1
8119,diet,220,103,9
8120,vegetarians,5,3,3
8121,dietary,48,29,4
8122,whole-grain,2,1,1
8123,brands,50,44,12
8124,tablets,39,19,5
8125,enriched,11,11,4
8126,soybeans,1,1,1
8127,contributed,78,66,15
8128,programming,412,250,17
8129,vegan,3,2,2
8130,taht,4,4,4
8131,eats,19,17,10
8132,milk,65,37,9
8133,acutally,11,11,9
8134,lacto-oveo,1,1,1
8135,contridicting,2,2,1
8136,mish-mash,2,2,2
8137,gleaned,16,16,10
8138,instinctive,31,15,2
8139,disregard,68,61,11
8140,instinct,18,14,8
8141,weaker,29,29,11
8142,bahavior,4,4,1
8143,mimics,7,7,3
8144,theirs,62,59,16
8145,arbitarily,4,4,1
8146,significance,93,84,17
8147,remnant,9,7,3
8148,excusable,6,4,3
8149,inexcusable,8,8,4
8150,ezekiel,60,17,3
8151,hart,56,45,13
8152,filled,139,127,20
8153,splendor,3,3,3
8154,helpless,38,28,10
8155,gaze,7,7,4
8156,knowthat,1,1,1
8157,prince,109,58,15
8158,prophesy,29,19,4
8159,rationale,29,28,13
8160,cites,30,26,9
8161,ruler,40,23,9
8162,wicked,47,20,5
8163,neccessarily,3,3,3
8164,throughly,7,7,5
8165,grain,58,38,15
8166,salt,187,83,17
8167,beleve,1,1,1
8168,believeit,1,1,1
8169,soapbox,12,9,7
8170,strangely,22,22,13
8171,grew,79,71,16
8172,mentiopning,2,2,1
8173,repeating,41,40,13
8174,pave,2,2,2
8175,initiates,6,5,4
8176,harass,13,13,8
8177,ammunition,84,53,8
8178,unpatriotic,7,4,2
8179,bless,44,43,10
8180,labeled,43,37,14
8181,tempted,37,33,10
8182,rub,28,28,9
8183,debunking,8,8,3
8184,slinging,3,3,2
8185,boring,73,64,17
8186,printed,175,154,20
8187,endorsement,22,17,8
8188,coin,53,30,12
8189,trusting,13,12,4
8190,acknowledgement,28,20,9
8191,encourages,33,28,8
8192,prints,51,44,15
8193,godlessness,3,3,1
8194,turns,253,236,20
8195,terming,2,2,1
8196,sould,8,8,3
8197,methodically,2,2,1
8198,emulate,21,19,11
8199,compatible,320,211,15
8200,deemed,32,30,10
8201,complaining,86,75,18
8202,solves,11,11,9
8203,harmed,14,14,5
8204,metabolising,1,1,1
8205,enslave,5,3,3
8206,ideally,49,48,14
8207,persoanl,1,1,1
8208,cow,33,29,11
8209,veal,59,52,3
8210,youngsters,20,18,9
8211,ellen,8,7,4
8212,edit,127,92,16
8213,scripture,358,159,8
8214,fromthe,2,2,1
8215,mount,126,107,18
8216,blessing,28,27,8
8217,amen,26,23,7
8218,ripe,5,4,3
8219,gut,58,37,10
8220,gill,24,21,7
8221,fillet,1,1,1
8222,coutesy,4,4,1
8223,ve,137,39,12
8224,eveil,2,2,2
8225,counterproductive,2,2,2
8226,bacause,2,2,2
8227,don,336,201,20
8228,constantly,115,108,19
8229,agaist,1,1,1
8230,messgae,1,1,1
8231,warrant,365,207,14
8232,accordingly,35,34,13
8233,off-the,14,14,9
8234,cuff,2,2,2
8235,ratio,126,90,17
8236,approximately,142,111,19
8237,accounting,32,27,11
8238,metered,1,1,1
8239,off-hand,9,9,6
8240,clothing,56,40,11
8241,unfit,7,6,5
8242,enrish,1,1,1
8243,jobs,328,138,18
8244,homeless,24,21,8
8245,clyde,24,23,11
8246,girls,139,81,17
8247,butterflies,6,6,3
8248,rebel,12,12,8
8249,godhood,1,1,1
8250,throwing,128,116,19
8251,yoke,16,13,7
8252,strap,24,22,8
8253,backs,39,37,13
8254,embassies,9,7,5
8255,hint,95,80,19
8256,lies,245,205,20
8257,napoleon,27,17,8
8258,techniques,192,158,19
8259,lied,48,41,12
8260,divinely,13,12,4
8261,lunatics,16,13,6
8262,genghis,3,3,3
8263,triad,7,4,2
8264,self-fulfilling,3,3,2
8265,selective,57,44,11
8266,diting,1,1,1
8267,behalf,57,54,15
8268,keepers,7,5,3
8269,riddles,1,1,1
8270,nostradamus,2,2,1
8271,raving,21,21,8
8272,reconsider,14,14,6
8273,unconvincing,5,5,4
8274,verb,22,15,7
8275,warned,69,61,16
8276,kindergarten,6,4,3
8277,righto,3,3,1
8278,mahdi,8,5,2
8279,son-in,5,5,2
8280,ron,307,225,18
8281,usq,2,2,2
8282,toowoomba,2,2,2
8283,thee,76,26,9
8284,museum,178,55,13
