,word,word_freq,doc_freq,group_freq
30360,wreak,3,3,2
30361,ansi-standard,1,1,1
30362,magneto-optical,5,5,1
30363,frazier,4,4,3
30364,sprecher,3,3,1
30365,bernoullis,1,1,1
30366,vrieslander,1,1,1
30367,neurobiology,1,1,1
30368,mudd,3,3,2
30369,pushpinder,3,3,1
30370,non-self,3,3,1
30371,recurs,2,2,2
30372,sven,8,5,3
30373,clock-upgraded,1,1,1
30374,vedio,1,1,1
30375,info-sheet,1,1,1
30376,staples,1,1,1
30377,extra-sharp,1,1,1
30378,in-home,1,1,1
30379,clickart,4,2,2
30380,touchbase,1,1,1
30381,datebook,1,1,1
30382,bestbooks,1,1,1
30383,amereican,1,1,1
30384,bill-payment,1,1,1
30385,challenger,16,8,3
30386,yih-tyng,2,2,1
30387,feminist,23,23,8
30388,rebecca,12,11,3
30389,trays,5,5,3
30390,bobmeister,1,1,1
30391,bmug,47,17,1
30392,hdfd,1,1,1
30393,compacting,3,3,2
30394,full-time,28,22,11
30395,macland,4,4,2
30396,gworld,3,3,2
30397,keldsen,10,6,2
30398,berklee,6,6,2
30399,think-c,7,7,3
30400,multitech,6,3,2
30401,multimodem,2,2,1
30402,microcom,8,5,2
30403,brand-new,8,8,4
30404,iiisi,1,1,1
30405,bargain-priced,1,1,1
30406,personnal,2,2,1
30407,budgetwise,1,1,1
30408,execellent,1,1,1
30409,iii-series,1,1,1
30410,ystein,1,1,1
30411,christiansen,1,1,1
30412,wrench,34,24,5
30413,carr,19,19,9
30414,umaine,8,8,3
30415,ncaa,29,19,4
30416,a-b,2,2,2
30417,iddle,1,1,1
30418,clunk,3,3,2
30419,snooper,7,7,2
30420,macekg,2,2,1
30421,portables,2,2,1
30422,gaines,15,14,6
30423,jean-luc,1,1,1
30424,romulan,2,2,2
30425,klingon,3,3,3
30426,cages,23,20,4
30427,proprietry,3,3,1
30428,sneaky,8,8,5
30429,appreciably,2,2,2
30430,hard-wire,1,1,1
30431,overhang,1,1,1
30432,special-order,1,1,1
30433,bracket,8,7,4
30434,slide-in,1,1,1
30435,cutout,6,5,4
30436,inexusable,1,1,1
30437,connectability,1,1,1
30438,crabby,1,1,1
30439,miata,18,15,3
30440,cabbage,3,3,3
30441,dolls,5,4,4
30442,nows,1,1,1
30443,growable,1,1,1
30444,tempory,3,3,2
30445,hk,3,3,2
30446,sizeable,5,5,4
30447,typesetting,5,4,3
30448,franchises,12,8,3
30449,merchandisers,1,1,1
30450,hobbyists,6,6,3
30451,kowloon,1,1,1
30452,choi,5,5,1
30453,copyback,1,1,1
30454,associative,1,1,1
30455,dispatching,2,2,2
30456,whoop,1,1,1
30457,technote,3,3,1
30458,reada,2,2,1
30459,bellnet,4,4,1
30460,snailnet,3,3,1
30461,backorder,5,5,3
30462,jiggling,2,2,1
30463,ethan,11,9,5
30464,bodin,2,2,2
30465,gatos,4,4,3
30466,califonia,2,2,2
30467,jurgen,7,7,3
30468,botz,6,6,2
30469,vending,4,4,3
30470,mini-dock,4,3,1
30471,third-parties,3,3,1
30472,indispensible,2,2,2
30473,pilon,14,9,2
30474,ramchecker,1,1,1
30475,ramcheck,1,1,1
30476,architectured,2,2,1
30477,guevara,1,1,1
30478,ith,2,2,2
30479,robison,1,1,1
30480,offa,1,1,1
30481,fdhd,10,3,1
30482,trascapoulos,2,2,2
30483,inordinate,6,6,3
30484,z-term,4,1,1
30485,telefinder,4,1,1
30486,zterm,14,6,1
30487,non-volatile,4,4,4
30488,insures,1,1,1
30489,macwoof,1,1,1
30490,commmand,1,1,1
30491,auto-answer,3,3,2
30492,marcus,22,15,8
30493,lobbia,1,1,1
30494,rarity,7,7,6
30495,hillel,5,5,3
30496,itd-css,1,1,1
30497,chuang,2,2,1
30498,referals,1,1,1
30499,umpteen,6,5,3
30500,cptnerd,1,1,1
30501,consilio,1,1,1
30502,manuque,1,1,1
30503,otium,1,1,1
30504,dignitate,1,1,1
30505,credo,1,1,1
30506,quia,2,2,2
30507,absurdum,2,2,2
30508,parturient,1,1,1
30509,montes,4,3,2
30510,nascetur,1,1,1
30511,combocache,1,1,1
30512,logicache,2,1,1
30513,comparisions,1,1,1
30514,pre-packaged,1,1,1
30515,trade-in,11,10,4
30516,stylewriter,10,8,3
30517,deskwriter,11,9,3
30518,pre-filled,5,5,3
30519,use-up,1,1,1
30520,cyan,1,1,1
30521,magenta,2,2,2
30522,sub-brightness,1,1,1
30523,blanked,11,10,4
30524,trini,1,1,1
30525,bointon,2,1,1
30526,resent,22,22,6
30527,macmags,3,3,1
30528,accel,6,6,3
30529,laps,6,6,3
30530,pro-life,21,17,4
30531,pro-women,4,4,2
30532,ameres,3,3,1
30533,salary,49,36,9
30534,emt,4,4,2
30535,artefacts,1,1,1
30536,gersham,2,1,1
30537,meharg,2,1,1
30538,sfu,5,4,3
30539,sfu-vancouver,1,1,1
30540,b-clark,1,1,1
30541,boorishly,1,1,1
30542,multiplexed,5,5,3
30543,all-channel,1,1,1
30544,xop,1,1,1
30545,refreshing,15,15,8
30546,archon,2,2,1
30547,switch-box,2,2,1
30548,adn,2,2,2
30549,transidental,2,1,1
30550,ravikumar,4,4,1
30551,venkateswar,5,5,1
30552,specint,1,1,1
30553,debatable,17,16,9
30554,clock-doubled,1,1,1
30555,gentlemen,32,30,11
30556,injustice,32,30,7
30557,inseparable,5,5,3
30558,persective,2,2,1
30559,sophamore,2,2,1
30560,superstar,13,13,5
30561,hotshot,3,3,2
30562,cords,16,13,6
30563,interlocking,4,4,3
30564,posterior,9,5,3
30565,rear,236,166,12
30566,squeezed,17,14,7
30567,gummy,2,2,1
30568,medially,2,2,1
30569,posteriorly,4,2,1
30570,seat,180,132,15
30571,squarely,7,7,4
30572,anteriorly,2,2,1
30573,dont't,2,2,1
30574,reconnect,2,2,1
30575,pram,12,8,1
30576,inits,10,7,2
30577,decipher,19,17,4
30578,brucet,1,1,1
30579,intermittently,9,7,3
30580,e-mailings,1,1,1
30581,nnnnn,2,1,1
30582,clock-cycle,3,3,1
30583,blazes,7,7,4
30584,byte-oriented,1,1,1
30585,keanini,4,3,1
30586,broderbund,3,3,1
30587,langlois,4,3,1
30588,tkp,1,1,1
30589,permutations,12,7,3
30590,overterminating,1,1,1
30591,underterminating,1,1,1
30592,behr,3,3,1
30593,quadralink,3,3,1
30594,value-added,6,5,4
30595,untouched,11,10,6
30596,glimpse,14,14,8
30597,zapped,4,4,3
30598,hsk,3,3,1
30599,singen,2,2,1
30600,alte,2,2,1
30601,entsagungslied,2,2,1
30602,eiapopeia,2,2,1
30603,vom,2,2,1
30604,himmel,2,2,1
30605,womit,2,2,1
30606,beruhigt,2,2,1
30607,greint,2,2,1
30608,volk,2,2,1
30609,grossen,2,2,1
30610,luemmel,2,2,1
30611,ein,12,6,4
30612,neues,4,4,2
30613,besseres,2,2,1
30614,freunde,2,2,1
30615,dichten,2,2,1
30616,wir,2,2,1
30617,wollen,2,2,1
30618,hier,2,2,1
30619,erden,2,2,1
30620,schon,2,2,1
30621,himmelreich,2,2,1
30622,errichten,2,2,1
30623,heine,2,2,1
30624,optimistically,4,4,3
30625,chewed,2,2,2
30626,hdt,5,2,1
30627,screwey,1,1,1
30628,non-fpu,6,2,1
30629,sating,2,2,1
30630,lohman,2,2,1
30631,lookalike,2,2,2
30632,bolo,1,1,1
30633,steals,19,14,7
30634,youths,31,15,6
30635,rethought,34,33,4
30636,ghost-like,2,2,1
30637,precesses,3,3,2
30638,betts,4,4,3
30639,rfi,16,11,4
30640,suceptible,2,2,2
30641,oppurtunity,2,2,2
30642,harr,1,1,1
30643,serverdict,1,1,1
30644,exitserver,1,1,1
30645,factorydefaults,1,1,1
30646,setsystemparams,1,1,1
30647,systemdict,1,1,1
30648,monthian,2,2,1
30649,afterall,13,13,6
30650,kuan,1,1,1
30651,yihpyng,1,1,1
30652,taichung,1,1,1
30653,anyopne,2,2,1
30654,armor,33,24,10
30655,alley,11,10,5
30656,spaceward,3,2,1
30657,glider,4,3,2
30658,oids,4,3,2
30659,referrring,2,2,1
30660,apocolyptic,4,4,2
30661,rommates,2,2,1
30662,ootw,2,2,1
30663,rememeber,4,4,3
30664,resoldering,2,2,2
30665,joints,16,16,8
30666,ring-shaped,1,1,1
30667,annular,1,1,1
30668,solder-jockey,1,1,1
30669,raines,21,17,3
30670,memory-expansion,1,1,1
30671,spokeswoman,9,7,4
30672,self-refresh,1,1,1
30673,selfrefreshing,1,1,1
30674,recharge,4,4,4
30675,sleeps,15,12,6
30676,nonselfrefreshing,1,1,1
30677,self-refreshing,1,1,1
30678,nonself-refreshing,2,1,1
30679,ram-card,1,1,1
30680,preferrable,2,2,1
30681,fries,9,9,6
30682,schell,4,4,3
30683,unacceptably,4,4,3
30684,wedged,6,5,2
30685,rebuilt,36,29,11
30686,network-related,1,1,1
30687,eudora,1,1,1
30688,undocked,3,3,1
30689,non-apple,7,7,1
30690,yanking,3,3,3
30691,zapping,3,3,1
30692,trillian,1,1,1
30693,kapor,15,9,2
30694,women-not,1,1,1
30695,to-be,2,2,2
30696,messed-with,1,1,1
30697,e-machines,4,3,1
30698,heiliger,1,1,1
30699,hillview,1,1,1
30700,rushed,26,17,6
30701,defencieny,1,1,1
30702,somesuch,5,5,4
30703,gramming,3,3,1
30704,ferch,1,1,1
30705,serface,1,1,1
30706,three-pds,2,2,1
30707,dgr,3,3,1
30708,fetal,13,9,5
30709,maciontosh,1,1,1
30710,handheld,9,9,5
30711,penlite,1,1,1
30712,rockledge,1,1,1
30713,powerpc-based,2,2,1
30714,rocket,244,148,12
30715,not-yet,4,3,3
30716,groundbreaking,3,3,3
30717,mac-logic,1,1,1
30718,doublers,1,1,1
30719,intel-based,9,5,3
30720,behing,2,2,2
30721,catchup,1,1,1
30722,forseeable,6,6,5
30723,technojunkies,1,1,1
30724,unstoppable,6,6,4
30725,preeminent,4,4,3
30726,gearing,10,9,4
30727,powercache,16,4,1
30728,leavese,1,1,1
30729,currenty,2,2,1
30730,ibm-formatted,1,1,1
30731,softawre,1,1,1
30732,hardwick,3,2,2
30733,esa,40,26,3
30734,shepardson,1,1,1
30735,gbb,1,1,1
30736,availabe,2,2,2
30737,non-backlit,2,1,1
30738,selectterm,1,1,1
30739,macinteresteds,8,8,2
30740,nashville,11,11,4
30741,garry,21,14,3
30742,zing,2,1,1
30743,fishbomb,1,1,1
30744,dustribute,1,1,1
30745,refunds,1,1,1
30746,tapedrive,4,2,1
30747,katinka,1,1,1
30748,linden,35,22,4
30749,resedit,7,4,1
30750,zset,2,2,1
30751,tmpl,1,1,1
30752,cram,1,1,1
30753,setwutime,4,4,1
30754,wakeup,3,3,1
30755,systemtask,1,1,1
30756,mackermit,3,3,1
30757,versaterm,2,2,1
30758,softerm,2,2,1
30759,non-hardware,3,3,2
30760,ahdshaking,2,2,1
30761,pacing,5,5,3
30762,attesting,3,3,2
30763,sys-ex,2,2,1
30764,alerts,1,1,1
30765,overflows,1,1,1
30766,megadrives,4,4,1
30767,driveware,4,4,1
30768,microframe,19,19,1
30769,sculley,6,6,1
30770,close-out,6,6,1
30771,pacify,11,10,3
30772,discontinued,25,24,7
30773,predated,8,8,2
30774,token-ring,1,1,1
30775,juggling,2,2,2
30776,fnord,3,3,3
30777,probul,3,2,1
30778,emanuelstr,2,2,1
30779,tj,7,6,5
30780,adventurous,3,3,3
30781,warmup,4,3,2
30782,nonacid,1,1,1
30783,resolder,1,1,1
30784,quadrant,10,9,4
30785,kev,5,5,3
30786,dalhousie,6,6,4
30787,halifax,49,25,6
30788,scotia,5,5,5
30789,offload,2,2,2
30790,microsloth,1,1,1
30791,problematical,4,4,3
30792,crept,5,5,3
30793,macsbug,3,3,1
30794,bug-fix,2,2,2
30795,sidelined,3,2,2
30796,discharges,13,13,4
30797,passe,11,9,2
30798,worths,1,1,1
30799,seif,4,4,1
30800,yaghib,4,4,1
30801,ibaa,4,4,1
30802,oueichek,4,4,1
30803,jamal,4,4,1
30804,majd,4,4,1
30805,kutub,4,4,1
30806,lgi,4,4,1
30807,kablak,4,4,1
30808,tareekh,4,4,1
30809,thulmaten,4,4,1
30810,imag,5,5,2
30811,inpg,4,4,1
30812,baadak,4,4,1
30813,staula,4,4,1
30814,shuhub,4,4,1
30815,viallet,4,4,1
30816,maula,1,1,1
30817,dch,1,1,1
30818,appleusa,1,1,1
30819,etherroute,1,1,1
30820,routers,2,2,2
30821,palettebook,2,2,1
30822,neccessity,2,2,2
30823,mac-friends,1,1,1
30824,millimeters,7,6,3
30825,directtex,2,2,1
30826,dvireader,2,2,1
30827,kaleidagraph,2,2,1
30828,adressing,5,3,1
30829,walsteijn,2,2,1
30830,medley,4,4,2
30831,drumroll,2,2,1
30832,pales,5,5,4
30833,disparity,3,3,2
30834,xetron,1,1,1
30835,crescentville,1,1,1
30836,nodine,5,3,1
30837,manufactor,2,2,1
30838,kluskens,2,2,1
30839,expasion,1,1,1
30840,iwii,5,2,2
30841,step-down,1,1,1
30842,accelerating,17,16,6
30843,accelerate,34,31,8
30844,suffuce,1,1,1
30845,acelerators,1,1,1
30846,novy,2,2,1
30847,micrmac,1,1,1
30848,multispeed,1,1,1
30849,accelartor,1,1,1
30850,expend,10,9,4
30851,horsefeathers,2,2,1
30852,umcc,2,2,1
30853,sitcoms,2,2,1
30854,micahels,2,2,1
30855,nautilis,1,1,1
30856,treked,1,1,1
30857,austrailia,7,4,2
30858,cinderella,11,10,4
30859,something-or,1,1,1
30860,mozart,13,13,7
30861,encyclocpedia,1,1,1
30862,ons,5,5,3
30863,altan,1,1,1
30864,stalker,4,4,2
30865,ziffnet,1,1,1
30866,assists,39,28,5
30867,emough,1,1,1
30868,smallish,5,5,4
30869,ntr,6,3,2
30870,spinoffs,18,13,2
30871,mumbles,1,1,1
30872,laserjets,4,3,2
30873,styling,17,16,3
30874,laura,8,7,5
30875,lemay,2,2,2
30876,trifles,2,2,2
30877,wtte,4,3,1
30878,jam,20,19,10
30879,soundbase,9,2,1
30880,aing,1,1,1
30881,emulated,4,4,2
30882,inconveniently,3,3,1
30883,asthetic,1,1,1
30884,mixes,9,9,5
30885,amplification,11,8,3
30886,hellcats,2,2,1
30887,tetris,10,10,4
30888,oxyd,1,1,1
30889,catagorically,1,1,1
30890,bollinger,1,1,1
30891,mcp,3,2,1
30892,burmeister,1,1,1
30893,farul,1,1,1
30894,ghazali,1,1,1
30895,conversing,6,6,3
30896,lingo,2,2,2
30897,re-live,1,1,1
30898,macleod,5,4,3
30899,bearly,1,1,1
30900,greenish,1,1,1
30901,diode,25,20,2
30902,replys,7,7,5
30903,brickman,1,1,1
30904,callihan,1,1,1
30905,wls,1,1,1
30906,wizz-bang,1,1,1
30907,bugbear,1,1,1
30908,non-colour,1,1,1
30909,scsigraph,1,1,1
30910,classics,14,13,4
30911,brainstorm,3,1,1
30912,spidery-shaped,3,3,1
30913,data-modems,1,1,1
30914,macinators,1,1,1
30915,messaging,4,2,2
30916,attained,14,13,7
30917,contenders,10,10,4
30918,paradyne,5,3,1
30919,earns,10,10,5
30920,unanimous,14,13,6
30921,backordered,2,2,1
30922,elektek,2,2,1
30923,clubmac,4,4,1
30924,faxstf,2,2,1
30925,dealerships,6,6,3
30926,puppies,12,12,8
30927,epstein,8,7,6
30928,multisynch,1,1,1
30929,antistatic,2,2,1
30930,spaceman,4,4,2
30931,altsys,1,1,1
30932,assoc,9,7,6
30933,non-tech,1,1,1
30934,asd,1,1,1
30935,softwae,1,1,1
30936,cayman,2,2,2
30937,claris,6,5,3
30938,dataviz,1,1,1
30939,deneba,1,1,1
30940,greatwave,1,1,1
30941,icom,3,3,2
30942,macavenue,1,1,1
30943,clearpoint,1,1,1
30944,llb,1,1,1
30945,macproducts,3,2,1
30946,quadmation,1,1,1
30947,shecom,1,1,1
30948,stratum,1,1,1
30949,macstuf,1,1,1
30950,julia,4,4,3
30951,macrescue,3,1,1
30952,macenvy,1,1,1
30953,oxidize,2,2,2
30954,mathematic,1,1,1
30955,sysmbols,1,1,1
30956,caret,3,2,2
30957,weis,2,2,2
30958,ucc,41,40,6
30959,initalize,1,1,1
30960,branchs,1,1,1
30961,breifing,1,1,1
30962,nestor,2,2,2
30963,michelena,1,1,1
30964,macleak,3,2,1
30965,breifly,3,3,2
30966,socketted,1,1,1
30967,terminations,3,1,1
30968,beattie,1,1,1
30969,occilater,1,1,1
30970,keepa,1,1,1
30971,mechine,1,1,1
30972,idears,1,1,1
30973,upsate,1,1,1
30974,formatters,4,3,2
30975,buit,1,1,1
30976,techmar,1,1,1
30977,beckup,1,1,1
30978,mini-docks,1,1,1
30979,powerlink,2,1,1
30980,presente,1,1,1
30981,video-out,1,1,1
30982,desknet,2,1,1
30983,presenter,1,1,1
30984,corbo,2,2,1
30985,mesa,8,5,4
30986,ramping,2,2,2
30987,massmicro,2,1,1
30988,poweruser,2,2,1
30989,egotism,5,5,2
30990,anesthetic,7,6,2
30991,dulls,1,1,1
30992,sampler,12,12,3
30993,dissonant,8,8,2
30994,quartet,4,4,2
30995,nautilus,3,3,1
30996,screenplay,2,2,2
30997,fourteen,11,9,4
30998,info-version,1,1,1
30999,condense,7,7,3
31000,monaco,5,4,3
31001,chihuahua,5,5,4
31002,bell-peter,1,1,1
31003,vishniac,2,2,2
31004,faisal,8,6,2
31005,nameer,2,1,1
31006,jawdat,2,1,1
31007,sidler,1,1,1
31008,martinez,34,21,4
31009,beavers,1,1,1
31010,cerro,2,2,2
31011,logullo,1,1,1
31012,irlbeck,1,1,1
31013,crunching,6,5,4
31014,cpu-mac,1,1,1
31015,ram-mac,1,1,1
31016,iicis,2,1,1
31017,segmenting,4,1,1
31018,demoed,1,1,1
31019,risc-like,1,1,1
31020,pipelining,5,1,1
31021,superscaler,1,1,1
31022,pclk,5,1,1
31023,bclk,1,1,1
31024,compliers,2,1,1
31025,redundancy,13,9,4
31026,venders,1,1,1
31027,a-list,1,1,1
31028,evens,4,4,4
31029,successors,6,6,4
31030,strenghthens,1,1,1
31031,mmus,1,1,1
31032,flounder,1,1,1
31033,leat,3,3,2
31034,poweropen-a,1,1,1
31035,taligent,4,1,1
31036,emulators,7,7,3
31037,reconfiguring,5,3,2
31038,x-bit,1,1,1
31039,y-bit,1,1,1
31040,autosynchronous,1,1,1
31041,qx,3,2,2
31042,non-powerbook,2,1,1
31043,hareware,1,1,1
31044,inconsitancies,1,1,1
31045,nonstanderzation,1,1,1
31046,screen-drawing,1,1,1
31047,upgradeability,2,2,1
31048,character-mapped,1,1,1
31049,bearable,3,3,3
31050,multi-color,1,1,1
31051,terms-dct,1,1,1
31052,speedwise,1,1,1
31053,so-so,2,2,2
31054,non-svga,1,1,1
31055,interlacing,2,1,1
31056,linedraw,3,3,2
31057,co-processors,1,1,1
31058,vector-oriented,1,1,1
31059,bus-based,1,1,1
31060,bpp,1,1,1
31061,accelerates,7,7,5
31062,mac-see,1,1,1
31063,misname,1,1,1
31064,rumor-some,1,1,1
31065,avalable,3,3,1
31066,non-parity,2,1,1
31067,convension,1,1,1
31068,accessable,8,6,4
31069,baced,1,1,1
31070,adbs,1,1,1
31071,dependency,8,8,6
31072,hand-shake,1,1,1
31073,peer-to,3,2,2
31074,example-radius,1,1,1
31075,joinly,1,1,1
31076,vaporware,5,3,3
31077,edge-triggered,1,1,1
31078,self-configure,1,1,1
31079,sharable,2,2,2
31080,refereed,7,6,5
31081,multifinder,11,5,2
31082,hardware-software,1,1,1
31083,tookbox,1,1,1
31084,cooperatively-multitasking,1,1,1
31085,cooperative-multitasker,1,1,1
31086,snd,15,3,3
31087,non-portable,1,1,1
31088,iac,3,2,2
31089,aiff,2,1,1
31090,worldscript,2,2,1
31091,saling,1,1,1
31092,installer,6,4,2
31093,asnd,1,1,1
31094,fssd,1,1,1
31095,qssn,1,1,1
31096,smsd,1,1,1
31097,dcfl,1,1,1
31098,machiness,1,1,1
31099,proms,1,1,1
31100,eproms,4,4,3
31101,ftc,3,1,1
31102,info-ibmpc,3,1,1
31103,rumors-the,1,1,1
31104,presue,1,1,1
31105,barriers,18,15,6
31106,compresion,1,1,1
31107,intermediary,5,5,4
31108,debuging,1,1,1
31109,recoverable,3,3,3
31110,multithreaded,1,1,1
31111,poweropen,3,1,1
31112,sunsoft,13,8,3
31113,adminstration,6,6,4
31114,kits-software,1,1,1
31115,rumor-ibm,1,1,1
31116,compatablity,1,1,1
31117,tesseract,1,1,1
31118,preemtive,1,1,1
31119,rumor-ahead,1,1,1
31120,rumor-this,1,1,1
31121,inf,5,5,3
31122,fpu-equipped,1,1,1
31123,bypassed,1,1,1
31124,complilers,1,1,1
31125,tokenring,2,1,1
31126,banyan,2,1,1
31127,vines,4,3,3
31128,pathworks,9,2,2
31129,afp,3,3,2
31130,xti,1,1,1
31131,chooser,14,7,2
31132,locked-in,1,1,1
31133,tweeking,1,1,1
31134,mac-like,4,3,2
31135,modualar,1,1,1
31136,standarization,1,1,1
31137,equipted,1,1,1
31138,vapor,14,14,5
31139,sewall,2,2,2
31140,isbm,1,1,1
31141,conan,8,8,5
31142,doyle,15,15,4
31143,adventure,28,20,8
31144,beryl,2,2,2
31145,coronet,1,1,1
31146,blanched,1,1,1
31147,soldier,71,52,12
31148,bruce-partington,1,1,1
31149,coxial,1,1,1
31150,lindome,2,1,1
31151,mikael,19,10,3
31152,fredriksson,2,2,2
31153,fido,13,12,6
31154,ravikuma,1,1,1
31155,dweebs,1,1,1
31156,bfd,1,1,1
31157,riddance,3,3,3
31158,kantrowitz,1,1,1
31159,osc,14,7,4
31160,emulex,2,2,1
31161,macphail,4,4,3
31162,holobyte,1,1,1
31163,restarted,6,6,2
31164,reappear,4,4,3
31165,orly,2,1,1
31166,nitro,1,1,1
31167,plastique,2,2,2
31168,instantaneously,4,4,3
31169,exploding,26,17,6
31170,egon,1,1,1
31171,spengler,5,4,3
31172,ghostbusters,1,1,1
31173,zilog,4,3,2
31174,nonlinearity,3,3,2
31175,avery,15,9,3
31176,rooting,7,6,5
31177,folta,1,1,1
31178,tibs,2,1,1
31179,hiccup,2,2,2
31180,anycase,3,3,3
31181,clocked,6,6,3
31182,bauder,1,1,1
31183,maarten,2,2,2
31184,carels,1,1,1
31185,oscillators,17,10,2
31186,chipper,3,3,2
31187,handscanner,2,2,2
31188,syncronos,1,1,1
31189,matteo,3,1,1
31190,fresno,8,6,5
31191,bargains,5,5,4
31192,beds,27,17,8
31193,lows,1,1,1
31194,flatbeds,1,1,1
31195,menes,2,2,1
31196,idear,1,1,1
31197,cristal,2,2,2
31198,gues,2,2,2
31199,hammerhead,1,1,1
31200,enthusiasts,17,16,8
31201,followinf,1,1,1
31202,tarblock,2,1,1
31203,dirreservedarea,1,1,1
31204,kemper,4,3,2
31205,rhrk,1,1,1
31206,accellerated,3,2,2
31207,plusses,2,2,2
31208,belike,1,1,1
31209,antolovich,2,2,1
31210,wagga,4,2,1
31211,wrist,40,27,11
31212,clamshell,1,1,1
31213,plus-style,1,1,1
31214,vso,4,3,1
31215,ppd,21,9,4
31216,versatec,1,1,1
31217,zeh,1,1,1
31218,nielsen,16,14,5
31219,applecentre,1,1,1
31220,tce,1,1,1
31221,bredell,4,4,1
31222,udac,4,4,1
31223,kilobit,2,1,1
31224,kilobyte,1,1,1
31225,goldstar,4,4,2
31226,dingman,1,1,1
31227,forbes,16,15,8
31228,lightening,5,5,3
31229,neices,1,1,1
31230,spontaneouly,1,1,1
31231,infomasster,1,1,1
31232,cde,1,1,1
31233,cummings,10,10,3
31234,woburn,2,2,2
31235,oai,2,2,2
31236,fwb,7,5,1
31237,polk,12,9,4
31238,omi,1,1,1
31239,architects,4,4,4
31240,bothell,4,4,4
31241,casa,4,4,1
31242,blanca,4,4,2
31243,cbworks,1,1,1
31244,bechtel,1,1,1
31245,capacitors,25,15,2
31246,elenay,2,2,1
31247,adaptort,1,1,1
31248,eclipse,35,26,7
31249,desi,3,2,1
31250,apletalk,1,1,1
31251,asleep,40,37,11
31252,switch-a,1,1,1
31253,roo,2,2,2
31254,schareware,1,1,1
31255,expierience,1,1,1
31256,comstation,1,1,1
31257,suggesiton,1,1,1
31258,cheung,2,2,1
31259,pyke,1,1,1
31260,bhamani,1,1,1
31261,hardware-handshaking,1,1,1
31262,ramsey,22,15,2
31263,remanufacturer,1,1,1
31264,resell,5,4,4
31265,reselling,1,1,1
31266,enormously,17,17,10
31267,technische,2,2,2
31268,mcp-cards,1,1,1
31269,hardware-designers,1,1,1
31270,tokenring-card,1,1,1
31271,ethernet-card,1,1,1
31272,self-styled,4,4,3
31273,special-casing,1,1,1
31274,timing-dependent,1,1,1
31275,rom-swapping,2,2,1
31276,pre-owned,3,2,2
31277,shreve,3,2,1
31278,salvaged,2,2,2
31279,dicker,2,2,2
31280,filemaker,3,3,2
31281,helvetica,2,2,2
31282,fixed-size,1,1,1
31283,crudely,7,7,4
31284,fashioned,13,13,10
31285,caddy,7,6,5
31286,tttttt,6,5,1
31287,eeeee,24,5,1
31288,vv,41,10,5
31289,nudesign,1,1,1
31290,macdirect,1,1,1
31291,hammerdisk,1,1,1
31292,datapak,1,1,1
31293,sasinowski,1,1,1
31294,serially,1,1,1
31295,disposing,2,2,1
31296,snappier,2,2,1
31297,happends,2,2,1
31298,qhead,2,2,1
31299,acceptab,1,1,1
31300,ingemar,2,2,1
31301,ragnemalm,2,2,1
31302,newsbytes,9,5,2
31303,suzan,1,1,1
31304,wrur,1,1,1
31305,weatherline,1,1,1
31306,comparatively,14,14,9
31307,nothin,12,12,7
31308,pundy,2,2,1
31309,parrish,3,3,2
31310,kmfdm,1,1,1
31311,bikkies,1,1,1
31312,re-adjust,2,2,2
31313,macntosh,1,1,1
31314,do-it,21,21,7
31315,yaself-er,1,1,1
31316,yuck,11,11,6
31317,indirection,1,1,1
31318,lea,5,3,3
31319,micro-processors,1,1,1
31320,classifying,4,4,3
31321,silverlinging,1,1,1
31322,claytor,1,1,1
31323,supplemental,21,18,7
31324,command-ctrl,1,1,1
31325,gutierrez,3,3,1
31326,moe,18,12,3
31327,rockford,3,2,2
31328,mactripp,1,1,1
31329,wilmette,1,1,1
31330,hyerstay,2,2,1
31331,adrenaline,6,4,3
31332,charlotte,2,2,1
31333,onenet,3,2,1
31334,macunion,2,2,1
31335,cyberpunks,2,2,1
31336,libertarians,115,56,9
31337,mecha,2,2,1
31338,gamers,3,3,2
31339,muschamp,1,1,1
31340,kolstad,22,18,3
31341,hardrive,2,2,1
31342,wanadd,1,1,1
31343,compac,2,2,2
31344,pin-pin,1,1,1
31345,pre-macplus,1,1,1
31346,atau,1,1,1
31347,tanaka,2,2,2
31348,snipped,1,1,1
31349,snipping,1,1,1
31350,bum,16,16,6
31351,gatenby,1,1,1
31352,diferent,3,3,2
31353,overheating,3,3,3
31354,coniguration,1,1,1
31355,changeed,1,1,1
31356,w-ish,1,1,1
31357,necrocenter,1,1,1
31358,pds-based,1,1,1
31359,vewing,1,1,1
31360,aroung,1,1,1
31361,yow,14,14,7
31362,pinghua,1,1,1
31363,incompatable,2,2,1
31364,filings,2,2,1
31365,schwarze,1,1,1
31366,applecolor,3,3,2
31367,greatworks,1,1,1
31368,non-negotiable,4,4,2
31369,factory-sealed,1,1,1
31370,carton,5,5,3
31371,re-work,5,1,1
31372,pin-outs,7,5,2
31373,re-worked,1,1,1
31374,folsom,2,2,2
31375,macwrite,1,1,1
31376,acta,3,3,3
31377,scrollbar,9,7,2
31378,scattering,6,5,2
31379,persist,10,10,8
31380,paperclip,1,1,1
31381,eject,8,8,3
31382,garth,9,7,4
31383,dickie,3,3,3
31384,pibbon,1,1,1
31385,silk,5,4,3
31386,pads,55,45,9
31387,ms-works,2,2,1
31388,worsen,5,5,4
31389,geweke,6,3,1
31390,stalnaker,3,3,1
31391,pur-ee,9,9,5
31392,warrany,1,1,1
